recall_id,recall_number,recall_date,year,title,segment,is_childrens,hazard_category,is_violation,injuries_reported,units,price_usd,sales_channel,n_countries,countries,primary_country,remedy_options,main_fiber,url
8087,17183,2017-06-29,2017,Burt's Bees Baby Recalls Infant Coveralls Due to Choking Hazard,apparel,True,choking_small_parts,False,False,8500.0,18.0,mixed,1,India,India,Refund,,https://www.cpsc.gov/Recalls/2017/Burts-Bees-Baby-Recalls-Infant-Coveralls
8100,17758,2017-07-21,2017,ZORJAR Recalls Women's Scarves Due to Violation of Federal Flammability Standard; Sold Exclusively on Amazon.com (Recall Alert),apparel,False,flammability_burn,True,False,1700.0,24.0,online_only,1,China,China,Refund,silk,https://www.cpsc.gov/Recalls/2017/ZORJAR-Recalls-Womens-Scarves-Recall-Alert
8109,17197,2017-08-02,2017,Sweet Bamboo Recalls Children's Pajamas Due to Violation of Federal Flammability Standard,apparel,True,flammability_burn,True,False,500.0,40.0,mixed,1,China,China,Refund,,https://www.cpsc.gov/Recalls/2017/Sweet-Bamboo-Recalls-Childrens-Pajamas
8112,17200,2017-08-03,2017,Richie House Children's Robes Recalled by Belle Investment Due to Violation of Federal Flammability Standard; Sold Exclusively at Amazon.com,apparel,True,flammability_burn,True,False,1500.0,21.0,online_only,1,China,China,Refund,polyester,https://www.cpsc.gov/Recalls/2017/Richie-House-Childrens-Robes-Recalled-by-Belle-Investment
8115,17202,2017-08-08,2017,Meijer Recalls Children's Swimsuits Due to Choking Hazard,apparel,True,choking_small_parts,False,False,22200.0,14.0,store_only,1,China,China,Refund,,https://www.cpsc.gov/Recalls/2017/Meijer-Recalls-Childrens-Swimsuits
8119,17206,2017-08-15,2017,Laura Ashley Girl's Dresses Recalled by Pastourelle Due to Choking Hazard,apparel,True,choking_small_parts,False,False,2800.0,33.5,mixed,1,China,China,Refund,,https://www.cpsc.gov/Recalls/2017/Laura-Ashley-Girls-Dresses-Recalled-by-Pastourelle
8118,17205,2017-08-15,2017,Dan Post Boot Company Recalls Safety Boots and Shoes Due to Injury Hazard,apparel,False,laceration_puncture,False,True,7200.0,105.0,mixed,1,China,China,Refund,,https://www.cpsc.gov/Recalls/2017/Dan-Post-Boot-Company-Recalls-Safety-Boots-and-Shoes
8126,17211,2017-08-24,2017,Dr. Martens Vegan Boots Recalled by Airwair Due to Chemical Exposure Hazard,apparel,False,chemical,False,False,30000.0,125.0,mixed,1,Vietnam,Vietnam,Refund;Replace,,https://www.cpsc.gov/Recalls/2017/Dr-Martens-Vegan-Boots-Recalled-by-Airwair
8125,17210,2017-08-24,2017,Arc'teryx Recalls Ski Mountaineering Boots Due to Fall Hazard,apparel,False,fall_slip,False,False,3900.0,875.0,mixed,1,Romania,Romania,Repair,,https://www.cpsc.gov/Recalls/2017/Arcteryx-Recalls-Ski-Mountaineering-Boots
8129,17216,2017-08-31,2017,Hallmark Recalls Plush Baby Stacking Toys Due to Choking Hazard,apparel,True,choking_small_parts,False,False,5800.0,30.0,mixed,1,China,China,Refund,,https://www.cpsc.gov/Recalls/2017/Hallmark-Recalls-Plush-Baby-Stacking-Toys
8131,17765,2017-09-05,2017,ASHERANGEL Recalls Children's Sleepwear Due to Violation of Federal Flammability Standard; Sold Exclusively at Amazon.com (Recall Alert),apparel,True,flammability_burn,True,False,950.0,18.5,online_only,1,China,China,Refund,,https://www.cpsc.gov/Recalls/2017/ASHERANGEL-Recalls-Childrens-Sleepwear-Recall-Alert
8134,17766,2017-09-07,2017,L.L. Bean Recalls Toddler Sweater Fleece Pullovers Due to Choking Hazard (Recall Alert),apparel,True,choking_small_parts,False,False,2000.0,50.0,mixed,1,Jordan,Jordan,Refund,,https://www.cpsc.gov/Recalls/2017/L-L-Bean-Recalls-Toddler-Sweater-Fleece-Pullovers-Recall-Alert
8169,18021,2017-11-01,2017,Dondolo Recalls Children's Sleepwear Due to Violation of Federal Flammability Standard,apparel,True,flammability_burn,True,False,3100.0,32.5,mixed,1,Colombia,Colombia,Refund,cotton,https://www.cpsc.gov/Recalls/2018/Dondolo-Recalls-Childrens-Sleepwear
